0.5,0,0.000420252,0.000826646,0.00120611,0.00154644,0.00183671,0.00206765,0.0022319,0.00232432,0.00234215,0.00228507,0.00215528,0.00195742,0.00169846,0.00138747,0.00103537,0.000654665,0.000259022,-0.000137056,-0.000518638,-0.000870741,-0.00117869,-0.00142844,-0.00160686,-0.0017019,-0.00170276,-0.00159989,-0.00138499,-0.00105084,-0.000591085,1.58389e-16
0.533333,3.91117e-19,0.000227464,-1.42717e-05,-0.000738378,-0.00195728,-0.00368225,-0.00592307,-0.00868769,-0.011982,-0.0158097,-0.0201722,-0.0250682,-0.0304947,-0.0364459,-0.0429145,-0.0498912,-0.0573653,-0.0653252,-0.0737585,-0.0826524,-0.0919945,-0.101772,-0.111975,-0.122592,-0.133614,-0.145033,-0.156843,-0.169039,-0.181618,-0.194576,-0.207912
0.566667,-3.23683e-19,4.25814e-05,-0.000819316,-0.00259881,-0.00530841,-0.00895962,-0.0135626,-0.0191258,-0.0256557,-0.033157,-0.041632,-0.0510807,-0.0615011,-0.0728892,-0.0852392,-0.0985436,-0.112794,-0.12798,-0.144092,-0.16112,-0.179054,-0.197884,-0.217602,-0.2382,-0.259673,-0.282016,-0.305227,-0.329303,-0.354246,-0.380057,-0.406737
0.6,0,-0.000126827,-0.00155431,-0.00429537,-0.00836245,-0.0137671,-0.0205198,-0.0286292,-0.0381027,-0.0489453,-0.0611604,-0.0747492,-0.0897109,-0.106043,-0.123741,-0.1428,-0.163212,-0.184971,-0.208069,-0.232497,-0.258249,-0.285317,-0.313697,-0.343384,-0.374375,-0.406669,-0.440269,-0.475175,-0.511393,-0.548927,-0.587785
0.633333,3.7763e-19,-0.000274183,-0.00218877,-0.00575633,-0.0109891,-0.0178985,-0.0264951,-0.0367878,-0.0487844,-0.0624906,-0.0779104,-0.0950461,-0.113898,-0.134465,-0.156745,-0.180733,-0.206425,-0.233815,-0.262899,-0.293669,-0.326123,-0.360256,-0.396065,-0.433549,-0.472709,-0.513548,-0.55607,-0.600281,-0.646191,-0.693808,-0.743145
0.666667,4.31577e-19,-0.000394164,-0.00269719,-0.00692113,-0.0130778,-0.0211785,-0.0312334,-0.0432519,-0.0572417,-0.073209,-0.0911586,-0.111093,-0.133015,-0.156923,-0.182817,-0.210694,-0.240552,-0.272387,-0.306195,-0.341973,-0.37972,-0.419433,-0.461114,-0.504763,-0.550385,-0.597986,-0.647574,-0.699158,-0.752752,-0.808369,-0.866025
0.7,0,-0.000482905,-0.00306007,-0.00774289,-0.0145426,-0.0234701,-0.0345354,-0.0477474,-0.0631142,-0.0806422,-0.100336,-0.122201,-0.146237,-0.172447,-0.200831,-0.231387,-0.264114,-0.299011,-0.336076,-0.375308,-0.416706,-0.460273,-0.50601,-0.553922,-0.604016,-0.6563,-0.710787,-0.767488,-0.826421,-0.887604,-0.951057
0.733333,-7.5526e-19,-0.000538127,-0.00326473,-0.0081904,-0.0153257,-0.0246808,-0.0362652,-0.0500878,-0.0661562,-0.0844769,-0.105055,-0.127896,-0.153001,-0.180372,-0.210012,-0.241919,-0.276095,-0.312538,-0.351249,-0.392229,-0.435479,-0.481002,-0.528803,-0.578888,-0.631267,-0.685951,-0.742953,-0.802291,-0.863984,-0.928053,-0.994522
0.766667,-0,-0.000559194,-0.00330575,-0.00824931,-0.0153995,-0.0247658,-0.0363571,-0.0501816,-0.0662465,-0.0845584,-0.105123,-0.127943,-0.153024,-0.180367,-0.209974,-0.241846,-0.275985,-0.312391,-0.351065,-0.39201,-0.435229,-0.480726,-0.528507,-0.57858,-0.630957,-0.68565,-0.742675,-0.802051,-0.863801,-0.927949,-0.994522
0.8,-9.71049e-19,-0.00054709,-0.00318511,-0.00792264,-0.0147683,-0.0237305,-0.0348174,-0.0480363,-0.0633942,-0.0808968,-0.10055,-0.122356,-0.146321,-0.172446,-0.200734,-0.231186,-0.263804,-0.298591,-0.335547,-0.374676,-0.415982,-0.459471,-0.505148,-0.553024,-0.60311,-0.65542,-0.709972,-0.766786,-0.825886,-0.8873,-0.951057
0.833333,0,-0.000504325,-0.00291202,-0.00723046,-0.0134671,-0.0216293,-0.031724,-0.0437579,-0.0577369,-0.0736663,-0.091551,-0.111395,-0.133201,-0.156973,-0.182712,-0.210421,-0.240101,-0.271756,-0.305387,-0.340998,-0.378593,-0.418178,-0.459761,-0.503349,-0.548956,-0.596595,-0.646285,-0.698046,-0.751903,-0.807885,-0.866025
0.866667,3.77132e-19,-0.000434774,-0.00250239,-0.00620893,-0.0115605,-0.0185633,-0.0272231,-0.0375453,-0.0495351,-0.063197,-0.078535,-0.0955525,-0.114253,-0.134638,-0.156711,-0.180473,-0.205927,-0.233074,-0.261918,-0.292462,-0.32471,-0.358667,-0.39434,-0.431738,-0.470872,-0.511756,-0.554406,-0.598842,-0.64509,-0.693179,-0.743145
0.9,1.07753e-19,-0.000343453,-0.00197804,-0.00490847,-0.00913951,-0.0146758,-0.021522,-0.0296822,-0.0391604,-0.0499602,-0.0620848,-0.0755369,-0.090319,-0.106433,-0.123882,-0.142666,-0.162788,-0.184249,-0.207053,-0.231201,-0.256698,-0.283549,-0.311758,-0.341333,-0.372284,-0.404622,-0.438362,-0.473522,-0.510125,-0.548201,-0.587785
0.933333,-2.15532e-19,-0.000236241,-0.00136565,-0.00339151,-0.00631708,-0.0101456,-0.01488,-0.0205234,-0.0270784,-0.0345474,-0.0429328,-0.0522363,-0.0624598,-0.0736048,-0.0856727,-0.0986647,-0.112582,-0.127427,-0.1432,-0.159905,-0.177543,-0.196117,-0.215633,-0.236096,-0.257511,-0.279888,-0.303238,-0.327575,-0.352917,-0.379292,-0.406737
0.966667,-5.27697e-20,-0.000119562,-0.000695496,-0.00172956,-0.00322343,-0.00517874,-0.00759705,-0.0104798,-0.0138285,-0.0176443,-0.0219283,-0.0266815,-0.0319049,-0.0375992,-0.0437652,-0.0504035,-0.057515,-0.0651003,-0.0731604,-0.0816964,-0.0907097,-0.100202,-0.110176,-0.120634,-0.131579,-0.143017,-0.154953,-0.167394,-0.180354,-0.193848,-0.207912
1,0,0,-2.42762e-19,-1.18684e-18,8.63155e-19,0,3.38982e-18,1.29473e-17,0,-1.50714e-19,3.10736e-17,0,-1.00476e-19,2.07157e-17,0,-2.74535e-17,-3.45262e-17,0,5.51079e-17,2.7621e-17,0,6.69841e-19,-1.38105e-16,0,-6.69841e-19,1.38105e-16,-0,0,-1.10484e-16,-8.28629e-17,0
